Day,Month,Year,Time of Call,Incident Number,X Coordinate,Y Coordinate,Unitary Authority,Ward,Origin of Call,Incident Category,Property Category,Property Type,Is Primary Fire,Cause of Fire,Is Property Derelict?,Is Property Occupied at the Incident?,Property Normally Occupied?,Is Fire Confined to Chimney?,How Fire Was Discovered?,Main Cause of Fire,Ignition Source,Ignition Source Powered,Item First Damaged,Item Responsible for Spread of Fire,Main action by Other Than FRS,Main Action by FRS,Special Service Type,Road Traffic Collision,False Alarm Reason,Victims Involved?,Were Alarm Systems Present?,No. of fatalities,No. of fire fatalities,No. of injuries,No. of rescues
29,July,2014,10:37:14,007779-29072014,358***,170***,BRISTOL,WINDMILL HILL,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
29,July,2014,10:21:20,007773-29072014,357***,174***,BRISTOL,CLIFTON,AFA from call centre,Special Service,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,,,,,,,,,,,,,,,"Lift Release, For able bodied person not in distress",no,,no,,,,,
29,July,2014,11:09:25,007781-29072014,363***,176***,BRISTOL,FROME VALE,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
29,July,2014,11:21:21,007782-29072014,365***,173***,S GLOS,WOODSTOCK,Person (mobile),Fire,RoadVehicle,Road Vehicle > Car,yes,Accidental,no,,,,Person running call,Accidental;  Faulty fuel supplies - Petrol product,"Vehicles only -> Engine, fuel line or pump ",Not applicable,Not known,Not known,None,,,no,,no,,,,,
29,July,2014,11:52:42,007791-29072014,374***,162***,BANES,LYNCOMBE,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
29,July,2014,12:17:38,007792-29072014,353***,180***,BRISTOL,AVONMOUTH,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Warehouses and bulk storage > Warehouse,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Animal > Accidentally/carelessly set off,no,,,,,
29,July,2014,12:39:08,007793-29072014,344***,174***,N SOM,GORDANO,Person (land line),Special Service,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, For person in distress",no,,no,,,,,
29,July,2014,13:16:50,007794-29072014,332***,162***,N SOM,WESTON-SUPER-MARE CENTRAL,Person (mobile),False Alarm,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > Up to 2 storeys,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other,no,,,,,
29,July,2014,14:58:23,007800-29072014,363***,180***,S GLOS,STOKE GIFFORD,Person (land line),False Alarm,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,
29,July,2014,14:47:40,007797-29072014,358***,168***,BRISTOL,HARTCLIFFE,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor structures > Large refuse/rubbish container (e.g. skip),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
29,July,2014,15:46:18,007805-29072014,376***,167***,BANES,LAMBRIDGE,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
29,July,2014,16:50:29,007807-29072014,373***,165***,BANES,WESTMORELAND,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
29,July,2014,17:20:52,007809-29072014,357***,169***,BRISTOL,HARTCLIFFE,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
29,July,2014,18:20:32,007810-29072014,362***,182***,S GLOS,BRADLEY STOKE BOWSLAND,Police,Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Woodland/forest - broadleaf/hardwood",yes,Deliberate – unknown owner,no,,,,Person running call,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,Matches and candles -> Matches ,Not applicable,Rubbish/Waste/Recycling -> Rubbish/Waste material,Vegetation -> Trees,None,Small means -> Water – from bucket/containers,,no,,no,,,,,
29,July,2014,18:31:15,007813-29072014,367***,177***,S GLOS,SISTON,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Hedge",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
29,July,2014,20:24:50,007822-29072014,376***,167***,BANES,LAMBRIDGE,Person (land line),False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
29,July,2014,19:43:51,007819-29072014,334***,161***,N SOM,WESTON-SUPER-MARE EAST,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
29,July,2014,21:00:57,007823-29072014,372***,165***,BANES,TWERTON,Person (land line),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
29,July,2014,21:07:07,007825-29072014,358***,171***,BRISTOL,BEDMINSTER,Person (land line),False Alarm,Dwelling,Not known > False Alarm - Property not found,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Reported incident/Location not found,no,,,,,
29,July,2014,21:04:21,007824-29072014,370***,183***,S GLOS,YATE WEST,Ambulance,Special Service,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,"Assist other agencies, Other assistance to police/ambulance, Bariatric person (over weight)",no,,no,,,,,
29,July,2014,21:17:34,007826-29072014,355***,177***,BRISTOL,STOKE BISHOP,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
29,July,2014,18:30:15,007811-29072014,357***,168***,BRISTOL,HARTCLIFFE,Person (mobile),Fire,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,yes,Accidental,no,no,Yes - occupied,no,Person running call,"Accidental;  Overheating, unknown cause",Other domestic style appliance -> Battery charger ,Electric,Paper/Cardboard -> Paper/Cardboard,Paper/Cardboard -> Paper/Cardboard,None,,,no,,no,yes,,,,
29,July,2014,22:15:31,007829-29072014,359***,170***,BRISTOL,FILWOOD,Person (mobile),Fire,Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
29,July,2014,22:41:59,007832-29072014,359***,174***,BRISTOL,CABOT,Person (land line),False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
30,July,2014,00:27:03,007833-30072014,366***,178***,S GLOS,SISTON,Person (land line),Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make vehicle safe",yes,,no,,,,,
30,July,2014,00:35:09,007834-30072014,334***,161***,N SOM,WESTON-SUPER-MARE EAST,Police,Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Roadside vegetation",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,01:46:49,007835-30072014,354***,178***,BRISTOL,KINGSWESTON,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,03:33:45,007838-30072014,367***,175***,S GLOS,SISTON,Person (land line),False Alarm,Dwelling,Building > Dwelling > Unlicensed HMO > 3 or more storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
30,July,2014,04:23:43,007839-30072014,359***,174***,BRISTOL,ASHLEY,Person (land line),False Alarm,OtherResidential,Building > Other Residential > Hotel/motel,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
30,July,2014,04:27:05,007840-30072014,350***,165***,N SOM,WRINGTON,Other,False Alarm,NonResidential,Building > Non Residential > Transport buildings > Airport - terminal,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Testing,no,,,,,
30,July,2014,04:46:30,007843-30072014,363***,178***,S GLOS,WINTERBOURNE,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Dust,no,,,,,
30,July,2014,05:11:56,007844-30072014,341***,170***,N SOM,CLEVEDON SOUTH,Person (land line),False Alarm,Outdoor,Outdoor > Other outdoors (including land) > Park,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Bonfire,no,,,,,
30,July,2014,10:27:49,007864-30072014,358***,172***,BRISTOL,SOUTHVILLE,Person (land line),False Alarm,NonResidential,Building > Non Residential > Retail > Single shop,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Security/intruder alarm,no,,,,,
30,July,2014,11:00:31,007868-30072014,351***,176***,N SOM,EASTON-IN-GORDANO,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Testing,no,,,,,
30,July,2014,13:01:59,007870-30072014,359***,174***,BRISTOL,ASHLEY,Person (land line),Fire,NonResidential,Building > Non Residential > Industrial Manufacturing > Printing,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Combustible articles too close to heat source (or fire),Smoking Related -> Smoking materials ,Not applicable,Paper/Cardboard -> Other,Paper/Cardboard -> Paper/Cardboard,None,None -> No firefighting,,no,,no,no,,,,
30,July,2014,13:05:55,007871-30072014,358***,168***,BRISTOL,HARTCLIFFE,Person (mobile),Special Service,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,,,,,,,,,,,,,,,"Effecting entry/exit, For able bodied person not in distress",no,,no,,,,,
30,July,2014,13:05:49,007872-30072014,355***,178***,BRISTOL,KINGSWESTON,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Heathland or moorland",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,13:43:56,007876-30072014,357***,169***,BRISTOL,BISHOPSWORTH,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,14:25:37,007883-30072014,372***,163***,BANES,SOUTHDOWN,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,
30,July,2014,15:06:06,007884-30072014,359***,172***,BRISTOL,SOUTHVILLE,Person (land line),Special Service,RoadVehicle,Road Vehicle > Other,,,,,,,,,,,,,,,"Other rescue/release of persons, Other",no,,no,,,,,
30,July,2014,15:13:10,007885-30072014,357***,169***,BRISTOL,HARTCLIFFE,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,15:43:49,007887-30072014,359***,171***,BRISTOL,WINDMILL HILL,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,15:52:43,007888-30072014,347***,171***,N SOM,NAILSEA NORTH AND WEST,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Doctors surgery,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,
30,July,2014,16:01:48,007892-30072014,365***,168***,BANES,KEYNSHAM SOUTH,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,
30,July,2014,16:21:56,007894-30072014,341***,171***,N SOM,CLEVEDON EAST,Person (land line),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",no,Deliberate – own property,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,16:31:21,007895-30072014,357***,174***,BRISTOL,CLIFTON,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
30,July,2014,17:28:05,007896-30072014,359***,178***,BRISTOL,HORFIELD,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
30,July,2014,18:23:06,007906-30072014,373***,165***,BANES,TWERTON,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor structures > Refuse/rubbish tip,no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,17:36:57,007897-30072014,361***,178***,BRISTOL,LOCKLEAZE,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Large refuse/rubbish container (e.g. skip),no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,17:45:50,007899-30072014,368***,167***,BANES,SALTFORD,Person (land line),Fire,NonResidential,Building > Non Residential > Private Garden Shed,yes,Accidental,no,no,No - unoccupied permanently (vacant),no,Person running call,Accidental;  Careless handling - due to careless disposal,Smoking Related -> Smoking materials ,Not applicable,Vegetation -> Leaves,Wood -> Garden shed,None,,,no,,no,no,,,,
30,July,2014,18:57:14,007907-30072014,362***,174***,BRISTOL,ST GEORGE WEST,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,19:13:54,007911-30072014,332***,159***,N SOM,WESTON-SUPER-MARE CLARENCE AND UPHILL,Person (land line),False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
30,July,2014,19:00:33,007908-30072014,367***,177***,S GLOS,SISTON,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Retail > Department Store,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
30,July,2014,19:11:19,007910-30072014,360***,177***,BRISTOL,HORFIELD,Person (mobile),Special Service,OutdoorStructure,Outdoor > Outdoor structures > Other outdoor items including roadside furniture,,,,,,,,,,,,,,,"Removal of people from objects, Trapped limb",no,,yes,,0,0,0,1
30,July,2014,19:22:55,007912-30072014,372***,164***,BANES,SOUTHDOWN,AFA from call centre,False Alarm,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,
30,July,2014,19:38:12,007913-30072014,359***,173***,BRISTOL,CABOT,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Food and Drink > Other Restaurant/cafe - (licensed for sale of alcohol),,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Testing,no,,,,,
30,July,2014,21:10:57,007917-30072014,362***,178***,BRISTOL,LOCKLEAZE,Person (mobile),Special Service,Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,
30,July,2014,21:43:23,007918-30072014,359***,172***,BRISTOL,LAWRENCE HILL,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
30,July,2014,21:01:18,007915-30072014,367***,182***,S GLOS,FRAMPTON COTTERELL,Person (mobile),Special Service,RoadVehicle,Road Vehicle > Multiple Vehicles,,,,,,,,,,,,,,,"RTC, Make vehicle safe",yes,,no,,,,,
30,July,2014,22:09:03,007920-30072014,359***,173***,BRISTOL,CABOT,Person (mobile),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,22:16:09,007921-30072014,359***,172***,BRISTOL,LAWRENCE HILL,Person (land line),False Alarm,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,
30,July,2014,22:01:41,007919-30072014,355***,167***,N SOM,WINFORD,Person (mobile),Special Service,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make vehicle safe",yes,,no,,,,,
30,July,2014,23:16:48,007924-30072014,360***,168***,BRISTOL,HENGROVE,Person (land line),Fire,OutdoorStructure,Outdoor > Outdoor structures > Small refuse/rubbish/recycle container (excluding wheelie bin),no,Deliberate – others property,no,,,,,,,,,,,,,no,,no,,,,,
30,July,2014,23:13:33,007923-30072014,359***,172***,BRISTOL,SOUTHVILLE,Person (land line),Fire,OtherResidential,Building > Other Residential > Residential Home > Nursing/Care,yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,Accidental;  Careless handling - due to sleep or unconsciousness,Smoking Related -> Smoking materials ,Not applicable,Furniture/Furnishings - Bed/Mattress 12 Upholstered furniture,Furniture/Furnishings - Bed/Mattress 12 Upholstered furniture,None,None -> No firefighting,,no,,no,yes,,,,
31,July,2014,00:34:55,007926-31072014,361***,173***,BRISTOL,LAWRENCE HILL,Person (mobile),Fire,NonResidential,Building > Non Residential > Industrial Manufacturing > Engineering,yes,Accidental,no,yes,Yes - occupied,no,Person running call,Accidental;  Faulty fuel supplies - Electricity,"Electricity supply ->  Wiring, cabling, plugs",Electric,Other,None,Fire extinguisher,None -> No firefighting,,no,,no,yes,,,,
31,July,2014,00:59:18,007927-31072014,359***,183***,S GLOS,ALMONDSBURY,Person (mobile),Fire,Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",no,Deliberate – unknown owner,no,,,,,,,,,,,,,no,,no,,,,,
31,July,2014,05:04:58,007931-31072014,358***,174***,BRISTOL,CABOT,AFA from call centre,False Alarm,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,
30,July,2014,05:15:25,007846-30072014,342***,170***,N SOM,YATTON,Person (mobile),Fire,NonResidential,Building > Non Residential > Permanent Agricultural > Barn,yes,Accidental,no,no,No - unoccupied permanently (vacant),no,Person running call,Accidental;  Natural occurrence,Wet hay -> Wet hay ,Not applicable,Vegetation -> Straw/Stubble,Vegetation -> Straw/Stubble,None,,,no,,no,no,,,,
31,July,2014,09:24:11,007935-31072014,358***,177***,BRISTOL,HENLEAZE,Person (land line),Special Service,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, Other",no,,no,,,,,
